HF,Financing scheme,HC,Function,HP,Provider,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2003,2003,USD,US Dollar,0,Units,2010,2010,4.55,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2004,2004,USD,US Dollar,0,Units,2010,2010,4.771,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2005,2005,USD,US Dollar,0,Units,2010,2010,5.123,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2006,2006,USD,US Dollar,0,Units,2010,2010,5.585,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2007,2007,USD,US Dollar,0,Units,2010,2010,5.751,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2008,2008,USD,US Dollar,0,Units,2010,2010,6.616,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2009,2009,USD,US Dollar,0,Units,2010,2010,7.103,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2010,2010,USD,US Dollar,0,Units,2010,2010,7.256,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2011,2011,USD,US Dollar,0,Units,2010,2010,8.099,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2012,2012,USD,US Dollar,0,Units,2010,2010,8.451,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2013,2013,USD,US Dollar,0,Units,2010,2010,8.465,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2014,2014,USD,US Dollar,0,Units,2010,2010,8.296,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2015,2015,USD,US Dollar,0,Units,2010,2010,7.995,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2016,2016,USD,US Dollar,0,Units,2010,2010,7.114,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2003,2003,USD,US Dollar,0,Units,2010,2010,229.168,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2004,2004,USD,US Dollar,0,Units,2010,2010,253.694,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2005,2005,USD,US Dollar,0,Units,2010,2010,247.14,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2006,2006,USD,US Dollar,0,Units,2010,2010,283.19,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2007,2007,USD,US Dollar,0,Units,2010,2010,323.15,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2008,2008,USD,US Dollar,0,Units,2010,2010,396.854,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2009,2009,USD,US Dollar,0,Units,2010,2010,413.625,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2010,2010,USD,US Dollar,0,Units,2010,2010,425.87,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2011,2011,USD,US Dollar,0,Units,2010,2010,425.601,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2012,2012,USD,US Dollar,0,Units,2010,2010,435.557,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2013,2013,USD,US Dollar,0,Units,2010,2010,461.898,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2014,2014,USD,US Dollar,0,Units,2010,2010,470.716,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2015,2015,USD,US Dollar,0,Units,2010,2010,499.325,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",POL,Poland,2016,2016,USD,US Dollar,0,Units,2010,2010,528.773,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2000,2000,USD,US Dollar,0,Units,2010,2010,32.924,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2001,2001,USD,US Dollar,0,Units,2010,2010,33.036,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2002,2002,USD,US Dollar,0,Units,2010,2010,34.377,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2003,2003,USD,US Dollar,0,Units,2010,2010,36.01,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2004,2004,USD,US Dollar,0,Units,2010,2010,38.948,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2005,2005,USD,US Dollar,0,Units,2010,2010,37.404,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2006,2006,USD,US Dollar,0,Units,2010,2010,38.28,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2007,2007,USD,US Dollar,0,Units,2010,2010,42.183,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2008,2008,USD,US Dollar,0,Units,2010,2010,49.785,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2009,2009,USD,US Dollar,0,Units,2010,2010,46.842,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2010,2010,USD,US Dollar,0,Units,2010,2010,38.885,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2011,2011,USD,US Dollar,0,Units,2010,2010,39.732,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2012,2012,USD,US Dollar,0,Units,2010,2010,38.566,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2013,2013,USD,US Dollar,0,Units,2010,2010,40.946,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2014,2014,USD,US Dollar,0,Units,2010,2010,42.501,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2015,2015,USD,US Dollar,0,Units,2010,2010,46.321,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2016,2016,USD,US Dollar,0,Units,2010,2010,43.865,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2000,2000,USD,US Dollar,0,Units,2010,2010,783.411,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2001,2001,USD,US Dollar,0,Units,2010,2010,762.334,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2002,2002,USD,US Dollar,0,Units,2010,2010,796.388,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2003,2003,USD,US Dollar,0,Units,2010,2010,814.597,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2004,2004,USD,US Dollar,0,Units,2010,2010,855.292,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2005,2005,USD,US Dollar,0,Units,2010,2010,902.652,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2006,2006,USD,US Dollar,0,Units,2010,2010,862.095,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2007,2007,USD,US Dollar,0,Units,2010,2010,876.476,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2008,2008,USD,US Dollar,0,Units,2010,2010,911.254,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2009,2009,USD,US Dollar,0,Units,2010,2010,962.132,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2010,2010,USD,US Dollar,0,Units,2010,2010,984.261,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2011,2011,USD,US Dollar,0,Units,2010,2010,944.642,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2012,2012,USD,US Dollar,0,Units,2010,2010,933.713,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2013,2013,USD,US Dollar,0,Units,2010,2010,920.236,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2014,2014,USD,US Dollar,0,Units,2010,2010,919.2,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2015,2015,USD,US Dollar,0,Units,2010,2010,934.87,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2016,2016,USD,US Dollar,0,Units,2010,2010,973.88,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2006,2006,USD,US Dollar,0,Units,2010,2010,387.637,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2007,2007,USD,US Dollar,0,Units,2010,2010,446.25,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2008,2008,USD,US Dollar,0,Units,2010,2010,426.041,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2009,2009,USD,US Dollar,0,Units,2010,2010,463.521,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2010,2010,USD,US Dollar,0,Units,2010,2010,475.87,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2011,2011,USD,US Dollar,0,Units,2010,2010,480.401,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2012,2012,USD,US Dollar,0,Units,2010,2010,512.473,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2013,2013,USD,US Dollar,0,Units,2010,2010,533.237,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2014,2014,USD,US Dollar,0,Units,2010,2010,591.578,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2015,2015,USD,US Dollar,0,Units,2010,2010,634.114,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVK,Slovak Republic,2016,2016,USD,US Dollar,0,Units,2010,2010,641.437,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2003,2003,USD,US Dollar,0,Units,2010,2010,18.203,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2004,2004,USD,US Dollar,0,Units,2010,2010,18.969,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2005,2005,USD,US Dollar,0,Units,2010,2010,20.902,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2006,2006,USD,US Dollar,0,Units,2010,2010,21.672,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2007,2007,USD,US Dollar,0,Units,2010,2010,21.978,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2008,2008,USD,US Dollar,0,Units,2010,2010,26.252,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2009,2009,USD,US Dollar,0,Units,2010,2010,26.601,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2010,2010,USD,US Dollar,0,Units,2010,2010,30,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2011,2011,USD,US Dollar,0,Units,2010,2010,30.25,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2012,2012,USD,US Dollar,0,Units,2010,2010,31.144,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2013,2013,USD,US Dollar,0,Units,2010,2010,31.581,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2014,2014,USD,US Dollar,0,Units,2010,2010,30.163,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2015,2015,USD,US Dollar,0,Units,2010,2010,33.241,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2016,2016,USD,US Dollar,0,Units,2010,2010,34.411,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2003,2003,USD,US Dollar,0,Units,2010,2010,1148.24,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2004,2004,USD,US Dollar,0,Units,2010,2010,1162.351,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2005,2005,USD,US Dollar,0,Units,2010,2010,1211.48,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2006,2006,USD,US Dollar,0,Units,2010,2010,1236.625,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2007,2007,USD,US Dollar,0,Units,2010,2010,1299.237,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2008,2008,USD,US Dollar,0,Units,2010,2010,1317.258,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2009,2009,USD,US Dollar,0,Units,2010,2010,1307.826,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2010,2010,USD,US Dollar,0,Units,2010,2010,1308.468,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2011,2011,USD,US Dollar,0,Units,2010,2010,1336.178,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2012,2012,USD,US Dollar,0,Units,2010,2010,1338.259,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2013,2013,USD,US Dollar,0,Units,2010,2010,1342.67,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2014,2014,USD,US Dollar,0,Units,2010,2010,1404.053,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2015,2015,USD,US Dollar,0,Units,2010,2010,1496.201,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2016,2016,USD,US Dollar,0,Units,2010,2010,1482.643,P,Provisional value
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",NOR,Norway,2017,2017,USD,US Dollar,0,Units,2010,2010,1512,P,Provisional value
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2003,2003,USD,US Dollar,0,Units,2010,2010,529.427,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2004,2004,USD,US Dollar,0,Units,2010,2010,562.226,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2005,2005,USD,US Dollar,0,Units,2010,2010,584.804,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2006,2006,USD,US Dollar,0,Units,2010,2010,599.981,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2007,2007,USD,US Dollar,0,Units,2010,2010,606.477,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2008,2008,USD,US Dollar,0,Units,2010,2010,704.877,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2009,2009,USD,US Dollar,0,Units,2010,2010,696.922,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2010,2010,USD,US Dollar,0,Units,2010,2010,702.855,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2011,2011,USD,US Dollar,0,Units,2010,2010,707.998,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2012,2012,USD,US Dollar,0,Units,2010,2010,701.025,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2013,2013,USD,US Dollar,0,Units,2010,2010,687.834,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2014,2014,USD,US Dollar,0,Units,2010,2010,688.185,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2015,2015,USD,US Dollar,0,Units,2010,2010,714.026,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",SVN,Slovenia,2016,2016,USD,US Dollar,0,Units,2010,2010,758.126,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2000,2000,USD,US Dollar,0,Units,2010,2010,6.092,B,Break
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2001,2001,USD,US Dollar,0,Units,2010,2010,6.252,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2002,2002,USD,US Dollar,0,Units,2010,2010,6.494,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2003,2003,USD,US Dollar,0,Units,2010,2010,7.259,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",PRT,Portugal,2004,2004,USD,US Dollar,0,Units,2010,2010,7.739,,
